teamName ,displayName,description,abbreviation,value,perGameValue,rank
Browns,Field Goal Attempts 50-59,The number of field goals attempted from 50-59 yards.,FGA 50-59,4,,11
Browns,Field Goal Attempts 60-99,The number of field goals attempted from 60-99 yards.,FGA 60-99,0,,4
Browns,Field Goal Attempts 50+,The number of field goals attempted from 50+ yards.,FGA 50+,4,,15
Browns,Field Goal Attempt Yards,The number of yards for field goal attempts.,FGAYDS,901,53,16
Browns,Field Goal Percentage,The percentage of field goals attempted that are made.,FG%,72.727,48.03900146,16
Browns,Field Goals Blocked,The number of field goals that are blocked.,FGB,1,,13
Browns,Field Goals Blocked Percentage,The percentage of field goals attempted that are blocked.,CMP,4.545,2.940999985,16
Browns,Field Goal Made,The number of times a field goal is made.,FGM,16,,16
Browns,Field Goals Made 1-19,The number of field goals made from 1-19 yards.,FGM 1-19,0,,2
Browns,Field Goals Made 20-29,The number of field goals made from 20-29 yards.,FGM 20-29,3,,15
Browns,Field Goals Made 30-39,The number of field goals made from 30-39 yards.,FGM 30-39,5,,15
Browns,Field Goals Made 40-49,The number of field goals made from 40-49 yards.,FGM 40-49,4,,13
Browns,Field Goals Made 50-59,The number of field goals made from 50-59 yards.,FGM 50-59,4,,8
Browns,Field Goals Made 60-99,The number of field goals made from 60-99 yards.,FGM 60-99,0,,4
Browns,Field Goals Made 50+,The number of field goals made from 50+ yards.,50+,4,,12
Browns,Field Goals Made Yards,The total amount of yardage of field goals made.,FGMYDS,635,37,16
Browns,Field Goals Missed Yards,The total amount of yardage of missed field goals.,FGMSYD,266,15,7
Browns,Kickoff Returns,The number of times a kickoff was returned.,KR,40,2,3
Browns,Kickoff Return Touchdowns,The number of times a kickoff was returned for a touchdown.,KRTD,0,,1
Browns,Kickoff Return Yards,The total amount of yardage of kick returns.,KRYDS,828,48,12
Browns,Kickoffs,The number of kickoffs taken.,K,74,4,13
Browns,Kickoff Yards,The total amount of yardage of kickoffs.,KYDS,4664,144,13
Browns,Long Field Goal Attempt,The distance of the longest field goal attempt.,LFGA,57,,6
Browns,Long Field Goal Made,The distance of the longest field goal made.,LNG,57,24,6
Browns,Long Kickoff,The distance of the longest kickoff.,LK,70,57,5
Browns,Team Games Played,The numbers of team games played.,GP,17,,1
Browns,Total Kicking Points,The number of total points earned kicking.,PTS,85,5,15
Browns,Touchback Percentage,The percentage of kickoffs that are touchbacks.,TB%,45.946,44.84600067,13
Browns,Touchbacks,The number of kickoffs that result in touchbacks.,TB,34,2,14
Browns,Defensive Fumbles Returns,The number of fumble returns.,DFR,0,,1
Browns,Defensive Fumble Return Yards,The amount of total yardage from fumble returns.,DFRYDS,0,,1
Browns,Fumble Recoveries,The number of fumble recoveries.,FR,6,,26
Browns,Fumble Recovery Yards,The amount of total yardage from fumble recoveries.,YDS,31,,15
Browns,Kick Return Fair Catches,The number of kick return fair catches.,KRFC,0,,2
Browns,Kick Return Fair Catch Percentage,The percentage of kick returns that are fair caught.,KRFC%,0,,1
Browns,Kick Return Fumbles,The number of kick return fumbles.,KRF,0,,1
Browns,Kick Return Fumbles Lost,The number of kick return fumbles that are lost.,KRFL,0,,1
Browns,Kick Returns,The number of kick returns.,ATT,40,2,5
Browns,Kick Return Touchdowns,The number of kick return touchdowns.,TD,0,,9
Browns,Kick Return Yards,The total yardage of kick returns.,YDS,828,48,12
Browns,Long Kick Return,The longest kick return in yards.,LNG,35,21,28
Browns,Long Punt Return,The longest punt return in yards.,LNG,24,9,20
Browns,Miscellaneous Fumbles Returns,The number of fumble returns.,MFR,0,,1
Browns,Miscellaneous Fumble Return Yards,The amount of total yardage from fumble returns.,MFRYDS,0,,1
Browns,Opposition Fumble Recoveries,The number of fumble recoveries by the opposition.,OPFR,8,,17
Browns,Opposition Fumble Recovery Yards,The amount of total yardage from fumble recoveries by the opposition.,OFRYDS,28,,14
Browns,Opposition Special Team Fumble Returns,The number of fumble returns by the opposition's speical teams.,OPSTFR,0,,1
Browns,Opposition Special Team Fumble Return Yards,The amount of total yardage from fumble return by the opposition's special teams.,OFRYDS,0,,1
Browns,Punt Return Fair Catches,The number of punt return fair catches.,FC,5,,31
Browns,Punt Return Fair Catch Percentage,The percentage of kick returns that are fair caught.,PRFC%,10.638,,32
Browns,Punt Return Fumbles,The number of punt return fumbles.,PRF,0,,1
Browns,Punt Return Fumbles Lost,The number of punt return fumbles that are lost.,PRFL,0,,1
Browns,Punt Returns,The number of punt returns.,ATT,47,2,1
Browns,Punt Returns Started Inside the 10,The number of punt returns started inside the 10.,PR 10,0,,1
Browns,Punt Returns Started Inside the 20,The number of punt returns started inside the 20.,PR 20,0,,1
Browns,Punt Return Touchdowns,The number of punt return touchdowns.,TD,0,,3
Browns,Punt Return Yards,The total yardage of punt returns.,YDS,337,19,5
Browns,Special Team Fumbles Returns,The number of special team fumble returns.,STFR,0,,1
Browns,Special Team Fumble Return Yards,The amount of total yardage from special team fumble returns.,STFRYD,0,,1
Browns,Team Games Played,The numbers of team games played.,GP,17,,1
Browns,Yards Per Kick Return,The average number of yards per kick return.,AVG,20.7,18.96100044,21
Browns,Yards Per Punt Return,The average number of yards per punt return.,AVG,7.17,6.350999832,28
Browns,Yards Per Return,The average number of yards per return.,YDS/R,13.391,,26
Browns,Average Punt Return Yards,The average number of yards per punt return.,AVG,8.567,6.748000145,18
Browns,Fair Catches,The number of fair catches.,FC,15,,18
Browns,Gross Average Punt Yards,The average gross number of yards per punt.,AVG,42.985,43.55799866,30
Browns,Long Punt,The distance of the longest punt.,LNG,65,51,17
Browns,Net Average Punt Yards,The average net number of yards per punt.,NET,39.149,39.4659996,29
Browns,Punt Returns,The number of times a punt was returned.,ATT,30,1,10
Browns,Punt Return Yards,The total amount of yardage of punt returns.,YDS,257,15,14
Browns,Punts,The number of punts taken.,PUNTS,67,3,12
Browns,Punts Blocked,The number of times a punt was blocked.,PBLK,0,,10
Browns,Punts Blocked Percentage,The percentage of punts that are blocked.,PBLK%,0,,10
Browns,Punts Inside 10,The number of times a punt is downed inside the 10.,P 10,6,,22
Browns,Punts Inside 10 Percentage,The percentage of punts that end up inside the 10.,P 10%,8.955,,27
Browns,Punts Inside 20,The number of times a punt is downed inside the 20.,IN20,21,1,22
Browns,Punts Inside 20 Percentage,The percentage of punts that end up inside the 10.,IN20%,31.343,28.52899933,26
Browns,Punt Yards,The total amount of yardage of punts.,YDS,2880,169,19
Browns,Team Games Played,The numbers of team games played.,GP,17,,1
Browns,Touchback Percentage,The percentage of punts that are touchbacks.,TB%,4.478,3.871999979,22
Browns,Touchbacks,The number of kickoffs that result in touchbacks.,TB,3,,20
Browns,Defensive Points,The number of points scored on defense.,DP,0,2,8
Browns,Field Goals,The number of field goals made.,FG,16,,32
Browns,Kick Extra Points,The number of extra points made.,PAT,37,2,16
Browns,Miscellaneous Points,The number of miscellaneous points scored.,MISP,0,,1
Browns,Passing Touchdowns,The total number of passing touchdowns.,PASS,21,1,20
Browns,Receiving Touchdowns,The total number of receiving touchdowns.,REC,21,1,20
Browns,Return Touchdowns,The total number of return touchdowns.,RET,2,,11
Browns,Rushing Touchdowns,The total number of rushing touchdowns.,RUSH,20,1,7
Browns,Total Points,The number of total points scored.,PTS,349,20,20
Browns,Total Points Per Game,The number of points scored per game.,TP/G,20.529,,20
Browns,Total Touchdowns,The number of touchdowns scored in total.,TD,43,2,17
Browns,Total Two Point Conversions,The number of times a 2-point conversion is successful.,2PT,3,,7
Browns,Two Point Pass Conversions,The number of times a 2-point conversion is successful with a pass.,2PTPC,2,,6
Browns,Two Point Receiving Conversion,The number of times a 2-point is converted with a reception.,2PTRCC,2,,6
Browns,Two Point Rush Conversion,The number of times a 2-point is converted with a run.,2PTRUC,1,,6
Browns,One Point Safeties Made,One Point Safeties Made,OPSM,0,,1
Browns,Total 1st downs,The the number of first downs.,CMP,342,20,17
Browns,Passing 1st downs,The number of times a pass results in a first down.,FDP,177,10,25
Browns,1st downs by penalty,The number of times a penalty results in a first down.,FDPEN,27,1,25
Browns,First Downs Per Game,The average number of first downs per game.,FD/G,20.118,20,17
Browns,Rushing 1st downs,The number of times a rush results in a first down.,FDR,138,8,5
Browns,First Downs Attempts,The number of attempts at getting a first down.,FDA,29,1,8
Browns,4th down %,The percentage of fourth down attempts that are converted.,4THC%,41.379,32.35200119,30
Browns,Fourth Down Conversions,The number of times a fourth down is converted.,4THC,12,,17
Browns,Fumbles Lost,The number of times the ball has been fumbled and lost to the opposing team .,LST,8,,17
Browns,Possession Time Seconds,The total time of possession in seconds.,POSS,31418,1848,12
Browns,Red Zone Efficiency Percentage,The percentage of red zone attempts that are converted.,CMP,68.86,,18
Browns,Red Zone Field Goal Percentage,The percentage of red zone trips that end in a field goal.,RZFG%,16,,32
Browns,Red Zone Scoring Percentage,The percentage of red zone trips that result in a score.,RZ%,78,61,28
Browns,Red Zone Touchdown Percentage,The percentage of red zone trips that result in a touchdown.,RZTD%,62,,7
Browns,Third Down Attempts,The number of 3rd down attempts.,3RDA,212,12,20
Browns,3rd down %,The percentage of 3rd downs that are converted.,3RDC%,39.151,38.27600098,17
Browns,Third Down Conversions,The number of 3rd down conversions.,3RDC,83,4,19
Browns,Total Giveaways,The total number of giveaways.,TGV,22,,17
Browns,Total Penalties,The total number of total penalties.,TPEN,112,6,7
Browns,Total Penalty Yards,The total number of penalty yards.,TPY,1035,60,5
Browns,Total Takeaways,The total number of takeaways.,TT,19,,21
Browns,Total Drives,The total number of drives.,D,0,,1
Browns,Turnover Ratio,Difference between take-aways and give-aways,DIFF,-3,,20
Cowboys,Fumbles,The number of times a player/team has fumbled the ball,FUM,26,1,4
Cowboys,Fumbles Lost,The number of times a fumble is recovered by the opposing team,LST,9,,11
Cowboys,Forced Fumbles,The total number of forced fumbles.,FF,13,,43
Cowboys,Fumbles Recovered,The number of fumbles recovered.,FR,8,1,11
Cowboys,Fumbles Touchdowns,The number of times a fumbles is recovered and returned for a touchdown.,FTD,1,,4
Cowboys,Games Played,Games Played,GP,17,,1
Cowboys,Two Point Returns,The number of two point attempts that is returned by the offense.,2PTR,0,,1
Cowboys,Fumbles Touchdowns,The number of times a fumbles is recovered and returned for a touchdown by the offense.,OFTD,0,,4
Cowboys,Fumbles Touchdowns,The number of times a fumbles is recovered and returned for a touchdown by the defense.,DFTD,1,,4
Cowboys,Average Gain,The average gained yards per position.,AG,617.768,,4
Cowboys,Completion Percentage,The percentage of completed passes.,CMP%,68.624,69.19799805,3
Cowboys,Completions,The times a player completes a pass to another player who is eligible to catch a pass.,CMP,444,26,3
Cowboys,ESPN Quarterback Rating,The quarterback rating used to compare overall offensive performance relative to other positions.,EQBR,7433,,2
Cowboys,Interception Percentage,The percentage of passes thrown that were intercepted by the opposing team.,INT%,1.7,1.628999949,8
Cowboys,Interceptions,The number of passes thrown that were intercepted by the opposing team.,INT,11,,7
Cowboys,Longest Pass,The longest pass play completed in terms of yards.,LNG,73,39,12
Cowboys,Miscellaneous Yards,The number of miscellaneous yards.,MISC,0,,1
Cowboys,Net Passing Yards,The amount of net passing yards.,NYDS,4800,282,2
Cowboys,Net Passing Yards Per Game,The amount of net passing yards per game.,NYDS/G,282.35294,,2
Cowboys,Net Total Yards,The amount of net total yards.,NTYDS,6919,,1
Cowboys,Net Yards Per Game,The amount of net total yards per game.,NTYDS/G,407,,1
Cowboys,Passing Attempts,The number of times a pass is attempted.,ATT,647,38,6
Cowboys,Passing Big Plays,The number of times a pass results in a big play.,BIGP,63,,4
Cowboys,Passing 1st downs,The number of times a pass results in a first down.,FIRST,248,14,4
Cowboys,Passing Fumbles,The number of times the ball has been fumbled after a completed pass.,FUM,10,,15
Cowboys,Passing Fumbles Lost,The number of times the ball has been fumbled and lost to the opposing team after a completed pass.,FL,4,,20
Cowboys,Passing Touchdown %,The percentage of passes that result in a touchdown.,TD%,6.182,5.263157845,4
Cowboys,Passing Touchdowns,The total number of passing touchdowns.,TD,40,2,3
Cowboys,Passing Yards,The total passing yards.,YDS,4963,291,3
Cowboys,Passing Yards After Catch,The amount of passing yards after catch.,PYAC,2263,,8
Cowboys,Passing Yards At Catch,The amount of passing yards when the catch is made.,PY@C,2700,,3
Cowboys,Passing Yards Per Game,The number of passing yards per game.,YDS/G,291.941,,3
Cowboys,Passer Rating,Passer Rating,RTG,104.75583,103.1005249,32
Cowboys,Total Sacks,The total number of sacks.,SACK,33,1,20
Cowboys,Sack Yards Lost,The amount of yards lost due to sacks.,SYL,163,9,3
Cowboys,Net Passing Attempts,Net Passing Attempts.,NATT,680,39,14
Cowboys,Team Games Played,The amount of games played.,TGP,17,,1
Cowboys,Total Offensive Plays,The number of total offensive plays.,TOP,1153,66,2
Cowboys,Total Points,The number of total points scored.,PTS,530,29,1
Cowboys,Total Points Per Game,The number of points scored per game.,TP,31.176,,1
Cowboys,Total Touchdowns,The number of touchdowns scored in total.,TD,64,3,1
Cowboys,Total Yards,The number of yards accumulated in total.,TYDS,7082,407,1
Cowboys,Total Yards From Scrimmage,The amound of total yards from the line of scrimmage.,CMP,0,,1
Cowboys,Two Point Pass Conversions,The number of times a 2-point conversion is successful with a pass.,2PTPC,-1,-1,1
Cowboys,Two Point Pass,The number of times a pass was thrown for 2 points.,2PTP,2,,6
Cowboys,Two Point Pass Attempts,The number of times a pass was attempted on a 2-point conversion.,2PTPA,5,1,4
