teamName ,displayName,description,abbreviation,value,perGameValue,rank
Giants,Fumbles Touchdowns,The number of times a fumbles is recovered and returned for a touchdown by the offense.,OFTD,0,,4
Giants,Fumbles Touchdowns,The number of times a fumbles is recovered and returned for a touchdown by the defense.,DFTD,0,,12
Giants,Average Gain,The average gained yards per position.,AG,482.609,,31
Giants,Completion Percentage,The percentage of completed passes.,CMP%,59.191,59.00600052,30
Giants,Completions,The times a player completes a pass to another player who is eligible to catch a pass.,CMP,351,20,24
Giants,ESPN Quarterback Rating,The quarterback rating used to compare overall offensive performance relative to other positions.,EQBR,3913,,32
Giants,Interception Percentage,The percentage of passes thrown that were intercepted by the opposing team.,INT%,3.373,3.773999929,30
Giants,Interceptions,The number of passes thrown that were intercepted by the opposing team.,INT,20,1,29
Giants,Longest Pass,The longest pass play completed in terms of yards.,LNG,60,31,28
Giants,Miscellaneous Yards,The number of miscellaneous yards.,MISC,0,,1
Giants,Net Passing Yards,The amount of net passing yards.,NYDS,3196,188,31
Giants,Net Passing Yards Per Game,The amount of net passing yards per game.,NYDS/G,188,,31
Giants,Net Total Yards,The amount of net total yards.,NTYDS,4884,,31
Giants,Net Yards Per Game,The amount of net total yards per game.,NTYDS/G,287.29413,,31
Giants,Passing Attempts,The number of times a pass is attempted.,ATT,593,34,15
Giants,Passing Big Plays,The number of times a pass results in a big play.,BIGP,31,,32
Giants,Passing 1st downs,The number of times a pass results in a first down.,FIRST,171,10,27
Giants,Passing Fumbles,The number of times the ball has been fumbled after a completed pass.,FUM,15,,1
Giants,Passing Fumbles Lost,The number of times the ball has been fumbled and lost to the opposing team after a completed pass.,FL,8,,1
Giants,Passing Touchdown %,The percentage of passes that result in a touchdown.,TD%,2.53,,30
Giants,Passing Touchdowns,The total number of passing touchdowns.,TD,15,,30
Giants,Passing Yards,The total passing yards.,YDS,3463,203,31
Giants,Passing Yards After Catch,The amount of passing yards after catch.,PYAC,1611,,31
Giants,Passing Yards At Catch,The amount of passing yards when the catch is made.,PY@C,1852,,27
Giants,Passing Yards Per Game,The number of passing yards per game.,YDS/G,203.706,,31
Giants,Passer Rating,Passer Rating,RTG,70.12167,59.50500488,79
Giants,Total Sacks,The total number of sacks.,SACK,38,2,16
Giants,Sack Yards Lost,The amount of yards lost due to sacks.,SYL,267,15,18
Giants,Net Passing Attempts,Net Passing Attempts.,NATT,631,36,31
Giants,Team Games Played,The amount of games played.,TGP,17,,1
Giants,Total Offensive Plays,The number of total offensive plays.,TOP,1050,60,6
Giants,Total Points,The number of total points scored.,PTS,258,18,31
Giants,Total Points Per Game,The number of points scored per game.,TP,15.176,,31
Giants,Total Touchdowns,The number of touchdowns scored in total.,TD,24,1,32
Giants,Total Yards,The number of yards accumulated in total.,TYDS,5151,287,31
Giants,Total Yards From Scrimmage,The amound of total yards from the line of scrimmage.,CMP,0,,1
Giants,Two Point Pass Conversions,The number of times a 2-point conversion is successful with a pass.,2PTPC,-1,-1,1
Giants,Two Point Pass,The number of times a pass was thrown for 2 points.,2PTP,1,,17
Giants,Two Point Pass Attempts,The number of times a pass was attempted on a 2-point conversion.,2PTPA,2,,23
Giants,Yards From Scrimmage Per Game,The yards gained from scrimmage per game.,SCRIM/G,0,,1
Giants,Yards Per Completion,The average number of yards per pass completion.,CMP,9.866,8.501999855,29
Giants,Yards Per Game,The average number of yards per game.,YDS/G,303,,31
Giants,Yards Per Pass Attempt,The average number yards per pass attempt.,AVG,5.84,5.754000187,32
Giants,Net Yards Per Pass Attempt,The average number net yards (taking sack yardage into account) per pass attempt.,NYDS/PA,5.064976228,5.222222222,31
Giants,Quarterback Rating,Quarterback Rating.,RAT,70.12167,59.50500488,79
Giants,Average Gain,The average gained yards per position.,AG,482.609,,31
Giants,ESPN RB Rating,The ESPN Widereceiver Rating.,ESPNRB,1818,,28
Giants,Long Rushing,The amount of yards for the longest run.,LNG,46,19,18
Giants,Miscellaneous Yards,The amount of miscellaneous yards.,MISC,0,,1
Giants,Net Total Yards,The amount of total net yards.,NTYDS,4884,,31
Giants,Net Yards Per Game,The total net yards gained per game.,CMP,287.29413,,31
Giants,Rushing Attempts,The total number of attempted rushes.,ATT,419,24,25
Giants,20+ Yard Rushing Plays,The number of rushing big plays gained.,BIG,9,,16
Giants,Rushing 1st downs,The number of times a first down is picked up by a run.,FD,90,5,27
Giants,Rushing Fumbles,The number of times there is a run and then the ball is fumbled.,FUM,9,,16
Giants,Rushing Fumbles Lost,The number of times there is a run and then the ball is fumbled.,LST,2,,12
Giants,Rushing Touchdowns,The total number of rushing touchdowns.,TD,8,,31
Giants,Rushing Yards,The total rushing yards.,YDS,1688,99,24
Giants,Rushing Yards Per Game,The average number of rushing yards per game.,YDS/G,99.294,,24
Giants,Stuffs,The number of times a run is stopped at or behind the line of scrimmage.,STF,51,,9
Giants,Stuff Yards Lost,The number of yards lost when a run is stuffed.,SYDSL,-115,,29
Giants,Team Games Played,The numbers of team games played.,GP,17,,1
Giants,Total Offensive Plays,The number of offenseive plays run.,OP,1050,60,6
Giants,Total Points,The number of total points earned.,PTS,258,18,31
Giants,Total Points Per Game,The average number of points scored per game.,TP/G,15.176,,31
Giants,Total Touchdowns,The number of total Touchdowns scored.,TD,24,1,32
Giants,Total Yards,The number of total yards gained.,TYDS,5151,287,31
Giants,Total Yards From Scrimmage,The number of yards gained from the line of scrimmage.,SCRIM,0,,1
Giants,Two Point Rush Conversion,The number of times a 2-point is converted with a run.,2PTC,-1,-1,1
Giants,Two Point Rush,The number of rushes on 2-point attempts.,2PTR,3,,2
Giants,Two Point Rush Attempts,The number of times a 2-point conversion is attempted with a rush.,CMP,3,,5
Giants,Yards From Scrimmage Per Game,The average number of yards gained from scrimmage per game.,SCRIM/G,0,,1
Giants,Yards Per Game,The average number of yards per game.,YDS/G,303,,31
Giants,Yards Per Rush Attempt,The average number of yards per rush attempt.,AVG,4.029,4.054999828,24
Giants,Average Gain,The average gained yards per position.,AG,482.609,,31
Giants,ESPN Widereceiver Rating,The ESPN Widereceiver Rating.,ESPNWR,5743,,32
Giants,Long Reception,The amount of yards for the longest reception.,LNG,60,31,28
Giants,Miscellaneous Yards,The amount of miscellaneous yards.,MISC,0,,1
Giants,Net Total Yards,The amount of total net yards.,NTYDS,4884,,31
Giants,Net Yards Per Game,The total net yards gained per game.,CMP,287.29413,,31
Giants,20+ Yard Receiving Plays,The number of receiving big plays gained.,BIG,31,,32
Giants,Receiving First Downs,The number of times a first down is picked up by a reception.,FD,171,,27
Giants,Receiving Fumbles,The number of times a reception is made and then the ball is fumbled.,FUM,15,,1
Giants,Receiving Fumbles Lost,The number of times a reception is made and the balled is fumbled and recovered by the opposing team.,LST,8,,1
Giants,Receiving Targets,The number of times a receiver is thrown to.,TGTS,564,33,18
Giants,Receiving Touchdowns,The total number of receiving touchdowns.,TD,15,,30
Giants,Receiving Yards,The total receiving yards.,YDS,3463,203,31
Giants,Receiving Yards After Catch,The number of yards gained after the catch has been made.,YAC,1611,94,31
Giants,Receiving Yards At Catch,The number of yards gained at the time the catch is made.,Y@C,1852,,27
Giants,Receiving Yards Per Game,The average number of receiving yards per game.,YDS/G,203.706,,31
Giants,Receptions,The total number of receptions.,REC,351,20,24
Giants,Team Games Played,The numbers of team games played.,GP,17,,1
Giants,Total Offensive Plays,The number of offenseive plays run.,OP,1050,60,6
Giants,Total Points,The number of total points earned.,PTS,258,18,31
Giants,Total Points Per Game,The average number of points scored per game.,TP/G,15.176,,31
Giants,Total Touchdowns,The number of total Touchdowns scored.,TD,24,1,32
Giants,Total Yards,The number of total yards gained.,TYDS,5151,287,31
Giants,Total Yards From Scrimmage,The number of yards gained from the line of scrimmage.,SCRIM,0,,1
Giants,Two Point Receiving Conversion,The number of times a 2-point is converted with a reception.,2PTC,-1,-1,1
Giants,Two Point Receptions,The number of receptions on 2-point attempts.,2PTR,1,,17
Giants,Two Point Reception Attempts,The number of times a 2-point conversion is attempted with a reception.,CMP,2,1,21
Giants,Yards From Scrimmage Per Game,The average number of yards gained from scrimmage per game.,SCRIM/G,0,,1
Giants,Yards Per Game,The average number of yards per game.,YDS/G,303,,31
Giants,Yards Per Reception,The average number of yards per reception.,AVG,9.866,9.586000443,29
Giants,Assist Tackles,The number of assists on tackles.,AST,596,31,17
Giants,Average Interception Yards,The average number of return yards per interception.,AVG,9,7.849999905,26
Giants,Average Sack Yards,The average number of yards lost per sack.,YDS/SACK,6.029,6.729000092,28
Giants,Average Stuff Yards,The average number of yards lost per stuff.,YDS/STF,9,,8
Giants,Block Field Goal Touchdown,The number of blocked field goals that were returned for a touchdown.,BFGTD,0,,1
Giants,Blocked Punt Touchdowns,The number of blocked punts that were returned for touchdowns.,BPTD,0,,8
Giants,Defensive Touchdown,The number of touchdowns recorded on defense.,TD,1,,18
Giants,Hurries,The number of times that the quarterback is hurried.,HUR,0,,1
Giants,Kicks Blocked,The number of times a kick was blocked.,KB,0,,22
Giants,Long Interception,The amount of yards of the longest interception return.,LNG,41,,19
Giants,Miscellaneous Touchdowns,The number of miscellaneous touchdowns.,MISCTD,0,,7
Giants,Passes Batted Down,The number of passes that were batted down.,BATD,0,,1
Giants,Passes Defended,The total number of passes defended.,PD,83,4,4
Giants,Two Point Returns,The number of two point attempts that is returned by the defense.,2PTR,0,,2
Giants,Sacks,The total number of sacks.,SACK,34,2,22
Giants,Sack Yards,The number of yards lost from sacks.,SCKYDS,205,12.05900002,29
Giants,Safeties,The number of times the offense is tackled in their own endzone.,SAFE,0,,5
Giants,Solo Tackles,The number of times a tackle was made unassisted.,SOLO,789,42,33
Giants,Stuffs,The number of times that a runner is stuffed at or behind the line of scrimmage.,STF,19,3,30
Giants,Stuff Yards,The number of yards lost from stuffs.,STFYDS,171,,29
Giants,Tackles For Loss,The number of tackles that result in a loss of yardage.,TFL,53,3.118000031,31
Giants,Team Games Played,The numbers of team games played.,GP,17,,1
Giants,Total Tackles,The total number of tackles.,TOT,1385,73,50
Giants,Yards Allowed,Yards allowed,YA,0,,1
Giants,Points Allowed,Points allowed,PA,0,,1
Giants,One Point Safeties Made,One Point Safeties Made,OPSM,0,,1
Giants,Interceptions,The total number of interceptions.,INT,15,,12
Giants,Interception Touchdowns,The number of times an interception is returned for a touchdown.,TD,1,,14
Giants,Interception Yards,The number of yards gained after an interception.,YDS,135,7,20
Giants,Average Kickoff Return Yards,The average number of yards per kickoff return.,YDS/KR,20.697,17.35400009,2
Giants,Average Kickoff Yards,The average number of yards per kickoff.,YDS/K,58.478,30.79700089,4
Giants,Extra Point Attempts,The number of extra point attempts.,XPA,17,1,4
Giants,Extra Point Percentage,The percentage of extra point attempts that are converted.,XP%,100,70.58799744,1
Giants,Extra Point Blocked,The number of extra points blocked.,XPB,0,,1
Giants,Extra Points Blocked Percentage,The percentage of extra points attempts that are blocked.,XPB%,0,,1
Giants,Extra Points Made,The number of extra point attempts made.,XPM,17,1,4
Giants,Fair Catches,The number of fair catches.,FC,0,,1
Giants,Fair Catch Percentage,The percentage of kicks that are fair catches.,FC%,0,9.93500042,1
Giants,Field Goal Attempts,The number of times a field goal is attempted.,FGA,33,1,2
Giants,Field Goal Attempts 1-19,The number of field goals attempted from 1-19 yards.,FGA 1-19,0,,1
Giants,Field Goal Attempts 20-29,The number of field goals attempted from 20-29 yards.,FGA 20-29,5,,3
Giants,Field Goal Attempts 30-39,The number of field goals attempted from 30-39 yards.,FGA 30-39,13,,2
Giants,Field Goal Attempts 40-49,The number of field goals attempted from 40-49 yards.,FGA 40-49,5,,4
Giants,Field Goal Attempts 50-59,The number of field goals attempted from 50-59 yards.,FGA 50-59,10,,1
Giants,Field Goal Attempts 60-99,The number of field goals attempted from 60-99 yards.,FGA 60-99,0,,2
Giants,Field Goal Attempts 50+,The number of field goals attempted from 50+ yards.,FGA 50+,10,,1
Giants,Field Goal Attempt Yards,The number of yards for field goal attempts.,FGAYDS,1342,78,2
Giants,Field Goal Percentage,The percentage of field goals attempted that are made.,FG%,87.879,75.00099945,2
Giants,Field Goals Blocked,The number of field goals that are blocked.,FGB,0,,1
Giants,Field Goals Blocked Percentage,The percentage of field goals attempted that are blocked.,CMP,0,,1
Giants,Field Goal Made,The number of times a field goal is made.,FGM,29,1,2
Giants,Field Goals Made 1-19,The number of field goals made from 1-19 yards.,FGM 1-19,0,,1
Giants,Field Goals Made 20-29,The number of field goals made from 20-29 yards.,FGM 20-29,5,,3
Giants,Field Goals Made 30-39,The number of field goals made from 30-39 yards.,FGM 30-39,12,,2
Giants,Field Goals Made 40-49,The number of field goals made from 40-49 yards.,FGM 40-49,5,,4
Giants,Field Goals Made 50-59,The number of field goals made from 50-59 yards.,FGM 50-59,7,,1
Giants,Field Goals Made 60-99,The number of field goals made from 60-99 yards.,FGM 60-99,0,,1
Giants,Field Goals Made 50+,The number of field goals made from 50+ yards.,50+,7,,3
Giants,Field Goals Made Yards,The total amount of yardage of field goals made.,FGMYDS,1146,67,1
Giants,Field Goals Missed Yards,The total amount of yardage of missed field goals.,FGMSYD,196,11,3
Giants,Kickoff Returns,The number of times a kickoff was returned.,KR,33,1,3
Giants,Kickoff Return Touchdowns,The number of times a kickoff was returned for a touchdown.,KRTD,0,,1
Giants,Kickoff Return Yards,The total amount of yardage of kick returns.,KRYDS,683,40,2
Giants,Kickoffs,The number of kickoffs taken.,K,69,4,4
Giants,Kickoff Yards,The total amount of yardage of kickoffs.,KYDS,4035,123,4
Giants,Long Field Goal Attempt,The distance of the longest field goal attempt.,LFGA,56,,3
Giants,Long Field Goal Made,The distance of the longest field goal made.,LNG,55,34,3
Giants,Long Kickoff,The distance of the longest kickoff.,LK,71,54,4
Giants,Team Games Played,The numbers of team games played.,GP,17,,1
Giants,Total Kicking Points,The number of total points earned kicking.,PTS,104,6,4
Giants,Touchback Percentage,The percentage of kickoffs that are touchbacks.,TB%,39.13,36.66600037,4
Giants,Touchbacks,The number of kickoffs that result in touchbacks.,TB,27,1,4
Giants,Defensive Fumbles Returns,The number of fumble returns.,DFR,0,,1
Giants,Defensive Fumble Return Yards,The amount of total yardage from fumble returns.,DFRYDS,0,,1
Giants,Fumble Recoveries,The number of fumble recoveries.,FR,7,,19
Giants,Fumble Recovery Yards,The amount of total yardage from fumble recoveries.,YDS,13,,19
Giants,Kick Return Fair Catches,The number of kick return fair catches.,KRFC,0,,2
Giants,Kick Return Fair Catch Percentage,The percentage of kick returns that are fair caught.,KRFC%,0,,1
Giants,Kick Return Fumbles,The number of kick return fumbles.,KRF,0,,1
Giants,Kick Return Fumbles Lost,The number of kick return fumbles that are lost.,KRFL,0,,1
Giants,Kick Returns,The number of kick returns.,ATT,33,1,18
Giants,Kick Return Touchdowns,The number of kick return touchdowns.,TD,0,,9
Giants,Kick Return Yards,The total yardage of kick returns.,YDS,683,40,22
Giants,Long Kick Return,The longest kick return in yards.,LNG,38,20,24
Giants,Long Punt Return,The longest punt return in yards.,LNG,26,8,17
Giants,Miscellaneous Fumbles Returns,The number of fumble returns.,MFR,0,,1
Giants,Miscellaneous Fumble Return Yards,The amount of total yardage from fumble returns.,MFRYDS,0,,1
Giants,Opposition Fumble Recoveries,The number of fumble recoveries by the opposition.,OPFR,10,,7
Giants,Opposition Fumble Recovery Yards,The amount of total yardage from fumble recoveries by the opposition.,OFRYDS,20,,18
Giants,Opposition Special Team Fumble Returns,The number of fumble returns by the opposition's speical teams.,OPSTFR,0,,1
Giants,Opposition Special Team Fumble Return Yards,The amount of total yardage from fumble return by the opposition's special teams.,OFRYDS,0,,1
Giants,Punt Return Fair Catches,The number of punt return fair catches.,FC,21,1,9
Giants,Punt Return Fair Catch Percentage,The percentage of kick returns that are fair caught.,PRFC%,80.769,,8
Giants,Punt Return Fumbles,The number of punt return fumbles.,PRF,0,,1
Giants,Punt Return Fumbles Lost,The number of punt return fumbles that are lost.,PRFL,0,,1
Giants,Punt Returns,The number of punt returns.,ATT,26,1,16
Giants,Punt Returns Started Inside the 10,The number of punt returns started inside the 10.,PR 10,0,,1
Giants,Punt Returns Started Inside the 20,The number of punt returns started inside the 20.,PR 20,0,,1
Giants,Punt Return Touchdowns,The number of punt return touchdowns.,TD,0,,3
Giants,Punt Return Yards,The total yardage of punt returns.,YDS,197,11,23
Giants,Special Team Fumbles Returns,The number of special team fumble returns.,STFR,0,,1
Giants,Special Team Fumble Return Yards,The amount of total yardage from special team fumble returns.,STFRYD,0,,1
Giants,Team Games Played,The numbers of team games played.,GP,17,,1
Giants,Yards Per Kick Return,The average number of yards per kick return.,AVG,20.697,17.35400009,22
Giants,Yards Per Punt Return,The average number of yards per punt return.,AVG,7.577,7.131000042,23
Giants,Yards Per Return,The average number of yards per return.,YDS/R,14.915,,24
Giants,Average Punt Return Yards,The average number of yards per punt return.,AVG,8.464,7.131000042,19
Giants,Fair Catches,The number of fair catches.,FC,15,,18
Giants,Gross Average Punt Yards,The average gross number of yards per punt.,AVG,44.365,45.09700012,23
Giants,Long Punt,The distance of the longest punt.,LNG,63,53,23
Giants,Net Average Punt Yards,The average net number of yards per punt.,NET,41.162,41.89899826,21
Giants,Punt Returns,The number of times a punt was returned.,ATT,28,1,15
Giants,Punt Return Yards,The total amount of yardage of punt returns.,YDS,237,13,17
Giants,Punts,The number of punts taken.,PUNTS,74,4,7
Giants,Punts Blocked,The number of times a punt was blocked.,PBLK,0,,10
Giants,Punts Blocked Percentage,The percentage of punts that are blocked.,PBLK%,0,,10
Giants,Punts Inside 10,The number of times a punt is downed inside the 10.,P 10,7,,17
Giants,Punts Inside 10 Percentage,The percentage of punts that end up inside the 10.,P 10%,9.459,,26
Giants,Punts Inside 20,The number of times a punt is downed inside the 20.,IN20,24,1,12
Giants,Punts Inside 20 Percentage,The percentage of punts that end up inside the 10.,IN20%,32.432,33.52899933,25
Giants,Punt Yards,The total amount of yardage of punts.,YDS,3283,193,8
Giants,Team Games Played,The numbers of team games played.,GP,17,,1
Giants,Touchback Percentage,The percentage of punts that are touchbacks.,TB%,8.108,7.205999851,10
Giants,Touchbacks,The number of kickoffs that result in touchbacks.,TB,6,,6
Giants,Defensive Points,The number of points scored on defense.,DP,2,,1
Giants,Field Goals,The number of field goals made.,FG,29,1,9
Giants,Kick Extra Points,The number of extra points made.,PAT,17,1,32
Giants,Miscellaneous Points,The number of miscellaneous points scored.,MISP,0,,1
Giants,Passing Touchdowns,The total number of passing touchdowns.,PASS,15,,30
Giants,Receiving Touchdowns,The total number of receiving touchdowns.,REC,15,,30
Giants,Return Touchdowns,The total number of return touchdowns.,RET,1,,23
Giants,Rushing Touchdowns,The total number of rushing touchdowns.,RUSH,8,,31
Giants,Total Points,The number of total points scored.,PTS,258,14,31
Giants,Total Points Per Game,The number of points scored per game.,TP/G,15.176,,31
Giants,Total Touchdowns,The number of touchdowns scored in total.,TD,24,1,32
Giants,Total Two Point Conversions,The number of times a 2-point conversion is successful.,2PT,4,,5
Giants,Two Point Pass Conversions,The number of times a 2-point conversion is successful with a pass.,2PTPC,1,,17
Giants,Two Point Receiving Conversion,The number of times a 2-point is converted with a reception.,2PTRCC,1,,17
Giants,Two Point Rush Conversion,The number of times a 2-point is converted with a run.,2PTRUC,3,,2
Giants,One Point Safeties Made,One Point Safeties Made,OPSM,0,,1
Giants,Total 1st downs,The the number of first downs.,CMP,299,17,31
Giants,Passing 1st downs,The number of times a pass results in a first down.,FDP,171,10,27
Giants,1st downs by penalty,The number of times a penalty results in a first down.,FDPEN,38,2,1
Giants,First Downs Per Game,The average number of first downs per game.,FD/G,17.588,17,31
Giants,Rushing 1st downs,The number of times a rush results in a first down.,FDR,90,5,27
Giants,First Downs Attempts,The number of attempts at getting a first down.,FDA,30,1,7
Giants,4th down %,The percentage of fourth down attempts that are converted.,4THC%,43.333,33.33300018,26
Giants,Fourth Down Conversions,The number of times a fourth down is converted.,4THC,13,,14
Giants,Fumbles Lost,The number of times the ball has been fumbled and lost to the opposing team .,LST,10,,
Giants,Possession Time Seconds,The total time of possession in seconds.,POSS,29283,1722,27
Giants,Red Zone Efficiency Percentage,The percentage of red zone attempts that are converted.,CMP,59.4,,32
Giants,Red Zone Field Goal Percentage,The percentage of red zone trips that end in a field goal.,RZFG%,34.21,,1
Giants,Red Zone Scoring Percentage,The percentage of red zone trips that result in a score.,RZ%,78.95,39,25
Giants,Red Zone Touchdown Percentage,The percentage of red zone trips that result in a touchdown.,RZTD%,44.74,,32
Giants,Third Down Attempts,The number of 3rd down attempts.,3RDA,230,13,6
Giants,3rd down %,The percentage of 3rd downs that are converted.,3RDC%,36.522,35.59199905,24
Giants,Third Down Conversions,The number of 3rd down conversions.,3RDC,84,4,17
Giants,Total Giveaways,The total number of giveaways.,TGV,30,,
Giants,Total Penalties,The total number of total penalties.,TPEN,88,5,26
Giants,Total Penalty Yards,The total number of penalty yards.,TPY,674,39,30
Giants,Total Takeaways,The total number of takeaways.,TT,22,,
Giants,Total Drives,The total number of drives.,D,0,,
Giants,Turnover Ratio,Difference between take-aways and give-aways,DIFF,-8,,
Jets,Fumbles,The number of times a player/team has fumbled the ball,FUM,14,27,
Jets,Fumbles Lost,The number of times a fumble is recovered by the opposing team,LST,7,20,
Jets,Forced Fumbles,The total number of forced fumbles.,FF,14,37,
Jets,Fumbles Recovered,The number of fumbles recovered.,FR,7,19,
Jets,Fumbles Touchdowns,The number of times a fumbles is recovered and returned for a touchdown.,FTD,0,12,
Jets,Games Played,Games Played,GP,17,1,
Jets,Two Point Returns,The number of two point attempts that is returned by the offense.,2PTR,0,1,
Jets,Fumbles Touchdowns,The number of times a fumbles is recovered and returned for a touchdown by the offense.,OFTD,0,4,
Jets,Fumbles Touchdowns,The number of times a fumbles is recovered and returned for a touchdown by the defense.,DFTD,0,12,
Jets,Average Gain,The average gained yards per position.,AG,529.807,24,
Jets,Completion Percentage,The percentage of completed passes.,CMP%,59.204,29,58.08200073
Jets,Completions,The times a player completes a pass to another player who is eligible to catch a pass.,CMP,357,20,21
Jets,ESPN Quarterback Rating,The quarterback rating used to compare overall offensive performance relative to other positions.,EQBR,4759,25,
Jets,Interception Percentage,The percentage of passes thrown that were intercepted by the opposing team.,INT%,3.317,29,3.09800005
Jets,Interceptions,The number of passes thrown that were intercepted by the opposing team.,INT,20,29,1
Jets,Longest Pass,The longest pass play completed in terms of yards.,LNG,62,24,32
Jets,Miscellaneous Yards,The number of miscellaneous yards.,MISC,0,1,
Jets,Net Passing Yards,The amount of net passing yards.,NYDS,3541,20,208
Jets,Net Passing Yards Per Game,The amount of net passing yards per game.,NYDS/G,208.29411,20,
Jets,Net Total Yards,The amount of net total yards.,NTYDS,5208,26,
Jets,Net Yards Per Game,The amount of net total yards per game.,NTYDS/G,306.35294,26,
Jets,Passing Attempts,The number of times a pass is attempted.,ATT,603,13,35
Jets,Passing Big Plays,The number of times a pass results in a big play.,BIGP,52,15,
Jets,Passing 1st downs,The number of times a pass results in a first down.,FIRST,195,17,11
Jets,Passing Fumbles,The number of times the ball has been fumbled after a completed pass.,FUM,11,8,
Jets,Passing Fumbles Lost,The number of times the ball has been fumbled and lost to the opposing team after a completed pass.,FL,6,7,
Jets,Passing Touchdown %,The percentage of passes that result in a touchdown.,TD%,3.317,28,2.857142925
Jets,Passing Touchdowns,The total number of passing touchdowns.,TD,20,25,1
Jets,Passing Yards,The total passing yards.,YDS,3959,17,232
Jets,Passing Yards After Catch,The amount of passing yards after catch.,PYAC,1988,13,
Jets,Passing Yards At Catch,The amount of passing yards when the catch is made.,PY@C,1971,21,
Jets,Passing Yards Per Game,The number of passing yards per game.,YDS/G,232.882,17,
Jets,Passer Rating,Passer Rating,RTG,76.01416,79,73.80880737
Jets,Total Sacks,The total number of sacks.,SACK,53,4,3
Jets,Sack Yards Lost,The amount of yards lost due to sacks.,SYL,418,31,24
Jets,Net Passing Attempts,Net Passing Attempts.,NATT,656,17,38
Jets,Team Games Played,The amount of games played.,TGP,17,1,
Jets,Total Offensive Plays,The number of total offensive plays.,TOP,1036,49,60
Jets,Total Points,The number of total points scored.,PTS,310,28,21
Jets,Total Points Per Game,The number of points scored per game.,TP,18.235,28,
Jets,Total Touchdowns,The number of touchdowns scored in total.,TD,36,24,2
Jets,Total Yards,The number of yards accumulated in total.,TYDS,5626,24,306
Jets,Total Yards From Scrimmage,The amound of total yards from the line of scrimmage.,CMP,0,1,
Jets,Two Point Pass Conversions,The number of times a 2-point conversion is successful with a pass.,2PTPC,-1,1,-1
Jets,Two Point Pass,The number of times a pass was thrown for 2 points.,2PTP,2,6,
Jets,Two Point Pass Attempts,The number of times a pass was attempted on a 2-point conversion.,2PTPA,5,4,1
Jets,Yards From Scrimmage Per Game,The yards gained from scrimmage per game.,SCRIM/G,0,1,
Jets,Yards Per Completion,The average number of yards per pass completion.,CMP,11.09,15,9.319999695
Jets,Yards Per Game,The average number of yards per game.,YDS/G,330.941,24,
Jets,Yards Per Pass Attempt,The average number yards per pass attempt.,AVG,6.566,26,6.409999847
Jets,Net Yards Per Pass Attempt,The average number net yards (taking sack yardage into account) per pass attempt.,NYDS/PA,5.397865854,1,5.473684211
Jets,Quarterback Rating,Quarterback Rating.,RAT,76.01416,79,73.80880737
Jets,Average Gain,The average gained yards per position.,AG,529.807,24,
Jets,ESPN RB Rating,The ESPN Widereceiver Rating.,ESPNRB,2052,24,
Jets,Long Rushing,The amount of yards for the longest run.,LNG,55,14,22
Jets,Miscellaneous Yards,The amount of miscellaneous yards.,MISC,0,1,
Jets,Net Total Yards,The amount of total net yards.,NTYDS,5208,26,
Jets,Net Yards Per Game,The total net yards gained per game.,CMP,306.35294,26,
Jets,Rushing Attempts,The total number of attempted rushes.,ATT,380,32,22
Jets,20+ Yard Rushing Plays,The number of rushing big plays gained.,BIG,9,16,
Jets,Rushing 1st downs,The number of times a first down is picked up by a run.,FD,87,28,5
Jets,Rushing Fumbles,The number of times there is a run and then the ball is fumbled.,FUM,9,16,
Jets,Rushing Fumbles Lost,The number of times there is a run and then the ball is fumbled.,LST,1,23,
Jets,Rushing Touchdowns,The total number of rushing touchdowns.,TD,14,18,
Jets,Rushing Yards,The total rushing yards.,YDS,1667,27,98
Jets,Rushing Yards Per Game,The average number of rushing yards per game.,YDS/G,98.059,27,
Jets,Stuffs,The number of times a run is stopped at or behind the line of scrimmage.,STF,42,24,
Jets,Stuff Yards Lost,The number of yards lost when a run is stuffed.,SYDSL,-76,9,
Jets,Team Games Played,The numbers of team games played.,GP,17,1,
Jets,Total Offensive Plays,The number of offenseive plays run.,OP,1036,49,60
Jets,Total Points,The number of total points earned.,PTS,310,28,21
Jets,Total Points Per Game,The average number of points scored per game.,TP/G,18.235,28,
Jets,Total Touchdowns,The number of total Touchdowns scored.,TD,36,24,2
Jets,Total Yards,The number of total yards gained.,TYDS,5626,24,306
Jets,Total Yards From Scrimmage,The number of yards gained from the line of scrimmage.,SCRIM,0,1,
Jets,Two Point Rush Conversion,The number of times a 2-point is converted with a run.,2PTC,-1,1,-1
Jets,Two Point Rush,The number of rushes on 2-point attempts.,2PTR,2,3,
Jets,Two Point Rush Attempts,The number of times a 2-point conversion is attempted with a rush.,CMP,4,2,
Jets,Yards From Scrimmage Per Game,The average number of yards gained from scrimmage per game.,SCRIM/G,0,1,
Jets,Yards Per Game,The average number of yards per game.,YDS/G,330.941,24,
Jets,Yards Per Rush Attempt,The average number of yards per rush attempt.,AVG,4.387,13,4.181000233
Jets,Average Gain,The average gained yards per position.,AG,529.807,24,
Jets,ESPN Widereceiver Rating,The ESPN Widereceiver Rating.,ESPNWR,6444,20,
Jets,Long Reception,The amount of yards for the longest reception.,LNG,62,24,32
Jets,Miscellaneous Yards,The amount of miscellaneous yards.,MISC,0,1,
Jets,Net Total Yards,The amount of total net yards.,NTYDS,5208,26,
Jets,Net Yards Per Game,The total net yards gained per game.,CMP,306.35294,26,
